Date,Player Name,Minutes Played,Goal Scored,Assisted Goal,In Winning Team,Game Type,Got Injured,Opponent Name,Team Score,Opponent Score
01/14/2023,Frank White,85,False,False,False,Normal Game,False,Weingarten,1,0
01/14/2023,Karen Green,72,False,False,False,Normal Game,False,Weingarten,1,0
01/14/2023,Quinn Hill,59,False,False,False,Normal Game,False,Weingarten,1,0
01/14/2023,Zoe Adams,58,False,False,False,Normal Game,False,Weingarten,1,0
01/16/2023,Mia Clark,77,False,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Tina Moore,80,False,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Rachel Ward,87,False,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Harry Davis,82,True,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Jack Wilson,90,True,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Yara Singh,47,False,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Olivia Scott,50,False,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Diana Prince,74,True,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Karen Green,74,False,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Frank White,60,False,False,False,Normal Game,False,Weingarten,2,2
01/16/2023,Ursula Vance,45,False,True,False,Normal Game,False,Weingarten,2,2
01/16/2023,Zoe Adams,85,False,False,False,Normal Game,False,Weingarten,2,2
01/18/2023,Harry Davis,52,True,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Grace Lee,80,False,True,True,Normal Game,False,Weingarten,5,1
01/18/2023,Olivia Scott,64,False,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Bob Johnson,46,False,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Alice Smith,58,True,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Eve Adams,83,False,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Mia Clark,89,True,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Jack Wilson,69,True,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Sam Baker,85,False,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Diana Prince,85,True,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Yara Singh,48,False,False,True,Normal Game,False,Weingarten,5,1
01/18/2023,Tina Moore,74,False,True,False,Normal Game,False,Weingarten,5,1
01/18/2023,Noah Lewis,45,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Rachel Ward,80,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Peter Young,85,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Ivy King,68,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Ursula Vance,55,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Quinn Hill,69,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Liam Hall,54,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Frank White,47,False,True,False,Normal Game,False,Weingarten,5,1
01/18/2023,Victor Stone,56,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Karen Green,88,False,False,False,Normal Game,False,Weingarten,5,1
01/18/2023,Zoe Adams,85,False,False,False,Normal Game,False,Weingarten,5,1
01/19/2023,Quinn Hill,49,False,False,False,Real Game,False,Berlin,1,3
01/19/2023,Rachel Ward,81,False,False,False,Real Game,False,Berlin,1,3
01/19/2023,Olivia Scott,63,True,False,False,Real Game,False,Berlin,1,3
01/19/2023,Grace Lee,76,False,False,False,Real Game,False,Berlin,1,3
01/19/2023,Frank White,61,False,False,False,Real Game,False,Berlin,1,3
01/19/2023,Tina Moore,87,False,False,False,Real Game,False,Berlin,1,3
01/19/2023,Eve Adams,48,False,True,False,Real Game,False,Berlin,1,3
01/19/2023,Alice Smith,55,False,False,False,Real Game,False,Berlin,1,3
01/19/2023,Yara Singh,74,False,False,False,Real Game,False,Berlin,1,3
01/20/2023,Bob Johnson,26,False,False,False,Drill,False,N/A,0,0
01/20/2023,Jack Wilson,34,False,False,False,Drill,False,N/A,0,0
01/20/2023,Yara Singh,55,False,False,False,Drill,False,N/A,0,0
01/20/2023,Rachel Ward,54,False,False,False,Drill,False,N/A,0,0
01/20/2023,Eve Adams,52,False,False,False,Drill,False,N/A,0,0
01/20/2023,Grace Lee,49,False,False,False,Drill,True,N/A,0,0
01/20/2023,Frank White,54,False,False,False,Drill,False,N/A,0,0
01/20/2023,Mia Clark,55,False,False,False,Drill,False,N/A,0,0
01/20/2023,Ursula Vance,53,False,False,False,Drill,False,N/A,0,0
01/20/2023,Olivia Scott,43,False,False,False,Drill,False,N/A,0,0
01/20/2023,Victor Stone,31,False,False,False,Drill,False,N/A,0,0
01/20/2023,Tina Moore,33,False,False,False,Drill,True,N/A,0,0
01/20/2023,Sam Baker,56,False,False,False,Drill,True,N/A,0,0
01/20/2023,Alice Smith,23,False,False,False,Drill,False,N/A,0,0
01/20/2023,Harry Davis,50,False,False,False,Drill,True,N/A,0,0
01/20/2023,Liam Hall,58,False,False,False,Drill,False,N/A,0,0
01/20/2023,Zoe Adams,56,False,False,False,Drill,False,N/A,0,0
01/25/2023,Noah Lewis,27,False,False,False,Drill,False,N/A,0,0
01/25/2023,Eve Adams,49,False,False,False,Drill,False,N/A,0,0
01/25/2023,Rachel Ward,55,False,False,False,Drill,False,N/A,0,0
01/25/2023,Olivia Scott,31,False,False,False,Drill,False,N/A,0,0
01/25/2023,Liam Hall,36,False,False,False,Drill,False,N/A,0,0
01/25/2023,Mia Clark,45,False,False,False,Drill,False,N/A,0,0
01/25/2023,Yara Singh,49,False,False,False,Drill,False,N/A,0,0
01/25/2023,Bob Johnson,26,False,False,False,Drill,False,N/A,0,0
01/25/2023,Frank White,40,False,False,False,Drill,False,N/A,0,0
01/25/2023,Charlie Brown,57,False,False,False,Drill,False,N/A,0,0
01/25/2023,Harry Davis,46,False,False,False,Drill,False,N/A,0,0
01/25/2023,Ursula Vance,37,False,False,False,Drill,True,N/A,0,0
01/25/2023,Sam Baker,37,False,False,False,Drill,False,N/A,0,0
01/25/2023,Grace Lee,58,False,False,False,Drill,False,N/A,0,0
01/25/2023,Victor Stone,41,False,False,False,Drill,False,N/A,0,0
01/25/2023,Quinn Hill,23,False,False,False,Drill,False,N/A,0,0
01/25/2023,Jack Wilson,34,False,False,False,Drill,False,N/A,0,0
01/27/2023,Diana Prince,50,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Eve Adams,53,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Harry Davis,50,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Liam Hall,52,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Olivia Scott,89,True,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Rachel Ward,48,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Bob Johnson,48,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Victor Stone,57,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Ivy King,57,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Charlie Brown,81,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Grace Lee,74,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Yara Singh,77,False,False,True,Normal Game,False,Weingarten,1,0
01/27/2023,Mia Clark,60,False,True,False,Normal Game,False,Weingarten,1,0
01/27/2023,Noah Lewis,57,False,True,False,Normal Game,False,Weingarten,1,0
01/27/2023,Karen Green,79,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Tina Moore,79,False,False,False,Normal Game,True,Weingarten,1,0
01/27/2023,Ursula Vance,77,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Peter Young,78,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Alice Smith,63,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Quinn Hill,51,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Jack Wilson,74,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Frank White,86,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Sam Baker,72,False,False,False,Normal Game,False,Weingarten,1,0
01/27/2023,Zoe Adams,77,False,True,False,Normal Game,False,Weingarten,1,0
01/28/2023,Zoe Adams,57,False,False,False,Drill,False,N/A,0,0
01/28/2023,Liam Hall,25,False,False,False,Drill,False,N/A,0,0
01/28/2023,Yara Singh,33,False,False,False,Drill,False,N/A,0,0
01/28/2023,Ivy King,24,False,False,False,Drill,False,N/A,0,0
01/28/2023,Sam Baker,37,False,False,False,Drill,False,N/A,0,0
01/28/2023,Diana Prince,38,False,False,False,Drill,False,N/A,0,0
01/28/2023,Mia Clark,37,False,False,False,Drill,False,N/A,0,0
01/28/2023,Ursula Vance,59,False,False,False,Drill,False,N/A,0,0
01/28/2023,Rachel Ward,39,False,False,False,Drill,False,N/A,0,0
01/28/2023,Jack Wilson,56,False,False,False,Drill,False,N/A,0,0
01/28/2023,Noah Lewis,55,False,False,False,Drill,False,N/A,0,0
01/28/2023,Frank White,46,False,False,False,Drill,False,N/A,0,0
01/28/2023,Eve Adams,37,False,False,False,Drill,False,N/A,0,0
01/28/2023,Karen Green,46,False,False,False,Drill,False,N/A,0,0
01/30/2023,Victor Stone,75,False,False,False,Normal Game,False,Weingarten,2,4
01/30/2023,Tina Moore,74,False,False,False,Normal Game,False,Weingarten,2,4
01/30/2023,Ursula Vance,79,False,False,False,Normal Game,False,Weingarten,2,4
01/30/2023,Alice Smith,87,False,False,False,Normal Game,False,Weingarten,2,4
01/30/2023,Frank White,67,True,True,False,Normal Game,False,Weingarten,2,4
01/30/2023,Mia Clark,67,False,False,False,Normal Game,False,Weingarten,2,4
01/30/2023,Rachel Ward,61,True,False,False,Normal Game,False,Weingarten,2,4
01/30/2023,Bob Johnson,53,False,False,False,Normal Game,False,Weingarten,2,4
01/30/2023,Zoe Adams,67,False,True,False,Normal Game,False,Weingarten,2,4
01/30/2023,Harry Davis,51,False,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Ivy King,65,True,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Quinn Hill,77,False,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Olivia Scott,84,False,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Peter Young,67,True,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Charlie Brown,50,False,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Karen Green,83,False,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Sam Baker,55,True,False,True,Normal Game,False,Weingarten,2,4
01/30/2023,Yara Singh,67,False,False,True,Normal Game,False,Weingarten,2,4
02/01/2023,Rachel Ward,30,False,False,False,Drill,False,N/A,0,0
02/01/2023,Sam Baker,31,False,False,False,Drill,False,N/A,0,0
02/01/2023,Noah Lewis,36,False,False,False,Drill,False,N/A,0,0
02/01/2023,Jack Wilson,54,False,False,False,Drill,False,N/A,0,0
02/01/2023,Peter Young,27,False,False,False,Drill,False,N/A,0,0
02/01/2023,Ivy King,44,False,False,False,Drill,False,N/A,0,0
02/01/2023,Quinn Hill,39,False,False,False,Drill,False,N/A,0,0
02/04/2023,Harry Davis,86,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Charlie Brown,68,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Frank White,63,False,True,False,Real Game,False,Munich,0,2
02/04/2023,Grace Lee,49,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Quinn Hill,74,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Liam Hall,55,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Tina Moore,84,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Olivia Scott,68,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Mia Clark,57,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Noah Lewis,58,False,False,False,Real Game,False,Munich,0,2
02/04/2023,Zoe Adams,59,False,False,False,Real Game,False,Munich,0,2
02/05/2023,Bob Johnson,83,True,False,True,Real Game,False,Dresden,5,4
02/05/2023,Quinn Hill,48,True,False,True,Real Game,False,Dresden,5,4
02/05/2023,Karen Green,79,False,False,True,Real Game,False,Dresden,5,4
02/05/2023,Victor Stone,74,False,False,True,Real Game,True,Dresden,5,4
02/05/2023,Alice Smith,69,True,False,True,Real Game,False,Dresden,5,4
02/05/2023,Ivy King,48,False,False,True,Real Game,False,Dresden,5,4
02/05/2023,Frank White,58,False,False,True,Real Game,False,Dresden,5,4
02/05/2023,Charlie Brown,83,True,True,True,Real Game,False,Dresden,5,4
02/05/2023,Noah Lewis,74,False,True,True,Real Game,False,Dresden,5,4
02/05/2023,Mia Clark,64,False,True,True,Real Game,False,Dresden,5,4
02/05/2023,Yara Singh,70,False,False,True,Real Game,False,Dresden,5,4
02/07/2023,Charlie Brown,49,False,False,False,Drill,False,N/A,0,0
02/07/2023,Grace Lee,60,False,False,False,Drill,False,N/A,0,0
02/07/2023,Sam Baker,35,False,False,False,Drill,False,N/A,0,0
02/07/2023,Alice Smith,34,False,False,False,Drill,False,N/A,0,0
02/07/2023,Rachel Ward,24,False,False,False,Drill,False,N/A,0,0
02/07/2023,Diana Prince,52,False,False,False,Drill,False,N/A,0,0
02/07/2023,Victor Stone,47,False,False,False,Drill,False,N/A,0,0
02/07/2023,Liam Hall,48,False,False,False,Drill,False,N/A,0,0
02/07/2023,Peter Young,28,False,False,False,Drill,False,N/A,0,0
02/07/2023,Karen Green,54,False,False,False,Drill,False,N/A,0,0
02/07/2023,Eve Adams,57,False,False,False,Drill,False,N/A,0,0
02/07/2023,Frank White,43,False,False,False,Drill,False,N/A,0,0
02/07/2023,Tina Moore,50,False,False,False,Drill,False,N/A,0,0
02/07/2023,Mia Clark,39,False,False,False,Drill,False,N/A,0,0
02/08/2023,Rachel Ward,80,False,False,False,Real Game,False,Stuttgart,0,3
02/08/2023,Alice Smith,76,False,False,False,Real Game,False,Stuttgart,0,3
02/08/2023,Jack Wilson,49,False,False,False,Real Game,False,Stuttgart,0,3
02/08/2023,Sam Baker,79,False,False,False,Real Game,False,Stuttgart,0,3
02/08/2023,Bob Johnson,52,False,False,False,Real Game,False,Stuttgart,0,3
02/08/2023,Tina Moore,63,False,False,False,Real Game,False,Stuttgart,0,3
02/08/2023,Ursula Vance,66,False,False,False,Real Game,True,Stuttgart,0,3
02/08/2023,Diana Prince,58,False,False,False,Real Game,False,Stuttgart,0,3
02/08/2023,Yara Singh,45,False,False,False,Real Game,False,Stuttgart,0,3
02/09/2023,Alice Smith,51,False,False,False,Real Game,False,Koln,1,5
02/09/2023,Frank White,74,False,False,False,Real Game,False,Koln,1,5
02/09/2023,Liam Hall,88,False,False,False,Real Game,True,Koln,1,5
02/09/2023,Noah Lewis,59,False,False,False,Real Game,False,Koln,1,5
02/09/2023,Ivy King,54,False,False,False,Real Game,False,Koln,1,5
02/09/2023,Harry Davis,67,False,False,False,Real Game,False,Koln,1,5
02/09/2023,Victor Stone,75,False,True,False,Real Game,False,Koln,1,5
02/09/2023,Zoe Adams,88,False,True,False,Real Game,False,Koln,1,5
02/11/2023,Ursula Vance,32,False,False,False,Drill,False,N/A,0,0
02/11/2023,Karen Green,46,False,False,False,Drill,False,N/A,0,0
02/11/2023,Diana Prince,37,False,False,False,Drill,False,N/A,0,0
02/11/2023,Grace Lee,38,False,False,False,Drill,False,N/A,0,0
02/11/2023,Zoe Adams,51,False,False,False,Drill,False,N/A,0,0
02/11/2023,Charlie Brown,52,False,False,False,Drill,False,N/A,0,0
02/11/2023,Tina Moore,59,False,False,False,Drill,False,N/A,0,0
02/13/2023,Olivia Scott,63,False,False,True,Normal Game,False,Weingarten,3,2
02/13/2023,Diana Prince,77,True,False,True,Normal Game,False,Weingarten,3,2
02/13/2023,Noah Lewis,85,False,False,True,Normal Game,False,Weingarten,3,2
02/13/2023,Rachel Ward,66,False,False,True,Normal Game,True,Weingarten,3,2
02/13/2023,Victor Stone,63,False,False,True,Normal Game,False,Weingarten,3,2
02/13/2023,Karen Green,76,True,False,True,Normal Game,False,Weingarten,3,2
02/13/2023,Harry Davis,79,False,False,True,Normal Game,False,Weingarten,3,2
02/13/2023,Yara Singh,62,False,False,True,Normal Game,False,Weingarten,3,2
02/13/2023,Peter Young,61,False,False,False,Normal Game,False,Weingarten,3,2
02/13/2023,Quinn Hill,75,False,False,False,Normal Game,False,Weingarten,3,2
02/13/2023,Liam Hall,62,False,False,False,Normal Game,False,Weingarten,3,2
02/13/2023,Ivy King,64,False,False,False,Normal Game,False,Weingarten,3,2
02/13/2023,Ursula Vance,58,True,False,False,Normal Game,False,Weingarten,3,2
02/13/2023,Jack Wilson,77,False,False,False,Normal Game,False,Weingarten,3,2
02/13/2023,Zoe Adams,56,False,False,False,Normal Game,False,Weingarten,3,2
02/14/2023,Mia Clark,65,False,False,True,Real Game,False,Berlin,5,1
02/14/2023,Harry Davis,77,False,False,True,Real Game,False,Berlin,5,1
02/14/2023,Eve Adams,81,False,False,True,Real Game,False,Berlin,5,1
02/14/2023,Olivia Scott,56,False,False,True,Real Game,False,Berlin,5,1
02/14/2023,Victor Stone,89,True,False,True,Real Game,False,Berlin,5,1
02/14/2023,Quinn Hill,80,False,False,True,Real Game,False,Berlin,5,1
02/14/2023,Jack Wilson,52,False,False,True,Real Game,False,Berlin,5,1
02/14/2023,Liam Hall,90,True,False,True,Real Game,False,Berlin,5,1
02/14/2023,Grace Lee,87,True,False,True,Real Game,False,Berlin,5,1
02/14/2023,Yara Singh,83,True,False,True,Real Game,False,Berlin,5,1
02/15/2023,Alice Smith,60,False,False,False,Normal Game,False,Weingarten,2,5
02/15/2023,Victor Stone,60,False,True,False,Normal Game,False,Weingarten,2,5
02/15/2023,Mia Clark,64,False,False,False,Normal Game,False,Weingarten,2,5
02/15/2023,Tina Moore,90,False,False,False,Normal Game,False,Weingarten,2,5
02/15/2023,Frank White,86,False,False,False,Normal Game,False,Weingarten,2,5
02/15/2023,Zoe Adams,60,False,True,False,Normal Game,False,Weingarten,2,5
02/15/2023,Diana Prince,78,True,False,True,Normal Game,False,Weingarten,2,5
02/15/2023,Olivia Scott,46,True,False,True,Normal Game,False,Weingarten,2,5
02/15/2023,Ursula Vance,53,True,False,True,Normal Game,False,Weingarten,2,5
02/15/2023,Noah Lewis,63,False,False,True,Normal Game,False,Weingarten,2,5
02/15/2023,Liam Hall,54,True,False,True,Normal Game,False,Weingarten,2,5
02/15/2023,Harry Davis,55,True,False,True,Normal Game,False,Weingarten,2,5
02/15/2023,Yara Singh,79,False,False,True,Normal Game,False,Weingarten,2,5
02/17/2023,Diana Prince,40,False,False,False,Drill,False,N/A,0,0
02/17/2023,Bob Johnson,52,False,False,False,Drill,False,N/A,0,0
02/17/2023,Ursula Vance,54,False,False,False,Drill,False,N/A,0,0
02/17/2023,Zoe Adams,24,False,False,False,Drill,False,N/A,0,0
02/17/2023,Mia Clark,20,False,False,False,Drill,False,N/A,0,0
02/17/2023,Charlie Brown,46,False,False,False,Drill,False,N/A,0,0
02/17/2023,Quinn Hill,40,False,False,False,Drill,False,N/A,0,0
02/17/2023,Jack Wilson,49,False,False,False,Drill,False,N/A,0,0
02/17/2023,Victor Stone,55,False,False,False,Drill,False,N/A,0,0
02/17/2023,Olivia Scott,55,False,False,False,Drill,False,N/A,0,0
02/17/2023,Harry Davis,28,False,False,False,Drill,False,N/A,0,0
02/17/2023,Rachel Ward,60,False,False,False,Drill,False,N/A,0,0
02/17/2023,Karen Green,57,False,False,False,Drill,False,N/A,0,0
02/17/2023,Liam Hall,31,False,False,False,Drill,False,N/A,0,0
02/17/2023,Eve Adams,49,False,False,False,Drill,False,N/A,0,0
02/17/2023,Grace Lee,47,False,False,False,Drill,False,N/A,0,0
02/17/2023,Ivy King,32,False,False,False,Drill,False,N/A,0,0
02/17/2023,Tina Moore,30,False,False,False,Drill,False,N/A,0,0
02/17/2023,Sam Baker,36,False,False,False,Drill,False,N/A,0,0
02/17/2023,Frank White,39,False,False,False,Drill,False,N/A,0,0
02/17/2023,Yara Singh,20,False,False,False,Drill,False,N/A,0,0
02/17/2023,Noah Lewis,37,False,False,False,Drill,False,N/A,0,0
02/17/2023,Alice Smith,30,False,False,False,Drill,False,N/A,0,0
02/17/2023,Peter Young,21,False,False,False,Drill,False,N/A,0,0
02/19/2023,Liam Hall,87,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Olivia Scott,60,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Karen Green,50,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Alice Smith,71,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Bob Johnson,66,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Charlie Brown,79,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Ursula Vance,48,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Harry Davis,88,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Peter Young,82,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Diana Prince,72,False,False,False,Real Game,False,Koln,0,4
02/19/2023,Yara Singh,53,False,False,False,Real Game,False,Koln,0,4
02/20/2023,Victor Stone,87,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Tina Moore,46,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Rachel Ward,88,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Jack Wilson,81,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Olivia Scott,84,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Mia Clark,82,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Frank White,59,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Grace Lee,80,False,True,False,Normal Game,True,Weingarten,0,3
02/20/2023,Zoe Adams,64,False,False,False,Normal Game,False,Weingarten,0,3
02/20/2023,Liam Hall,80,False,False,True,Normal Game,False,Weingarten,0,3
02/20/2023,Charlie Brown,52,False,False,True,Normal Game,False,Weingarten,0,3
02/20/2023,Alice Smith,85,True,False,True,Normal Game,False,Weingarten,0,3
02/20/2023,Bob Johnson,69,False,False,True,Normal Game,False,Weingarten,0,3
02/20/2023,Sam Baker,80,False,False,True,Normal Game,False,Weingarten,0,3
02/20/2023,Peter Young,85,True,True,True,Normal Game,False,Weingarten,0,3
02/20/2023,Eve Adams,77,False,False,True,Normal Game,False,Weingarten,0,3
